Problem,Specialist
ভালো থাকার একমাত্র গোপন রহস্য হলো প্রত্যাশা।,Psychiatrist
আমার বুকে অনেক প্রেসার পরে আর ব্যথা করে,Cardiologist
আমার প্রায় এক সপ্তাহ ধরে রোদে গেলেই মাথা ধরে যায় আর অনেক বেশি অস্বস্তি লাগে,Medicine
আমি আর জীবনে বাচার মতো কিছু নাই ৷ ভাবছি আত্মহত্যা করবো অথবা নিজের উপর কালোজাদু করবো৷ আমার জীবনের সমাধান নেই৷,Psychiatrist
আমার মেয়ে হঠাৎ করে হাত নাড়াতে পারছে না অনেক ব্যথা পাচ্ছে,Orthopedic
"ওসিডি বা সূচিবাই থেকে বের হোতে পারছেন না, এর জন্য কোন কোন বিষয় গুলো দ্বায়ী?",Psychiatrist
আমার ছেলের অ্যাপেনডিসাইটিসের অপারেশন করা হয়েছিলো কিন্তু ওর পেট ব্যথা এখনো ঠিকমত কমে নাই,Medicine
আমার মা অল্পতেই অনেক বেশি টেনশন করে আর তখন আম্মুর শরীর অনেক দুর্বল হয়ে যায়।,Medicine
আমার বয়স ৪৭ পুরুষ। আমি সম্পুর্ন একা পরিবার পরিজন বিহীন একজন অভিশপ্ত মানুষ। তীব্র ডিপ্রেশন এ আগেও সুইসাইড করার চেষ্টা করেছি। অন্ধকার ভবিষ্যতে সামনে জানিনা কি হবে?,Psychiatrist
"মানুষ কতোটা অসহায় বোধ করলে নিজের জন্য মায়া হয়...আর সেটা যে কী পরিমাণ যন্ত্রণাদায়ক ভুক্তভোগী ছাড়া কেউ জানেনা 🥹 
নিজের জন্য এতোটা মায়া হয় ইচ্ছে করে নিজেকে নিজেই মেরে মুক্তি দিয়ে দেই…",Psychiatrist
আমি দীর্ঘদিন ঘরকুনো ছিলাম কারো সাথে মিশতাম না এমনকি আমার ঘরের মানুষের সাথেও কথা বলতাম না ডিপ্রশনে থাকার জন্য।,Psychiatrist
"আমার মেয়ের বাম পাশের মাড়ি আর গাল ফুলে গিয়েছে আর অনেক ব্যথা পাচ্ছে, কিচ্ছু খেতে চাচ্ছে না",Dentist
আমি কি করব?আমার মনে হয় মরে যাই।মরে গেলে এটা থেকে মুক্তি পাবো..,Psychiatrist
বাইরে যতক্ষণ থাকি ততক্ষণই ভালো লাগে। বাসায় একা থাকলে মানসিক যন্ত্রণায় চেপে ধরে,Psychiatrist
"আমার মায়ের মাজা, হাঁটুতে প্রচন্ড ব্যথা করে",Orthopedic
ঠান্ডা বা গরম কিছু খেতে গেলে আমার দাঁত অনেক শিরশির করে ,Dentist
একটা মিডেল ক্লাসে অথবা নিম্ন মধ্যবিত্ত পরিবারের ছেলের জন্য বেকারত্বই সবচেরে বড় ডিপ্রেশন। এর চেয়ে বড় ডিপ্রেশন পৃথিবীর কোনো প্রেমিকাও দিতে পারেনি।,Psychiatrist
